品番,商品名_JA,商品名_KO,用途_JA,メリット_JA,用途_KO,メリット_KO,韓国眼鏡店への販売価格（KRW）,通貨,入数,カタログ参照,画像ファイル名,商品ページURL
382-DM,シリコン・モダンスリム(デミアンバー・DBR),실리콘 팁 (데미 앰버 DBR),モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,54400,KRW,,,382-DM_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=382-DM
382-PB,シリコン・モダンスリム(パールベージュ・PBE),실리콘 팁 (베이지 PBE),モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,54400,KRW,,,382-PB_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=382-PB
383,工具台(木製),공구대(),工具整理・収納,必要な工具を取り出しやすい,공구 정리 및 수납,필요한 공구를 꺼내기 쉬움,57800,KRW,,"カタログP.169,171",383_1.jpg,https://www.san-nishimura.co.jp/product/item/%e5%b7%a5%e5%85%b7%e5%8f%b0-2/
386,ヤットコ,플라이어,智固定・調整補助,フレームを安定させて角度調整しやすい,엔드피스 고정 및 조정 보조,프레임을 안정시켜 각도 조정이 쉬움,113900,KRW,,"カタログP.133,171",386_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=386
386-1,No.386ヤットコ先プラスチック,No.386플라이어플라스틱 팁스틱,ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=386-1
388,レンズセレクト,렌즈,検査・測定,状態確認と加工判断をしやすい,검사 및 측정,상태 확인과 가공 판단이 쉬움,11700,KRW,,カタログP.175,388_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%ac%e3%83%b3%e3%82%ba%e3%82%bb%e3%83%ac%e3%82%af%e3%83%88/
393-A,スポーツバンドキッド,스포츠 밴드 키트,眼鏡固定,動いてもズレ落ちを防ぎやすい,안경 고정,움직일 때 흘러내림을 줄이기 쉬움,88000,KRW,,カタログP.100,393-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=393-A
393-B,スポーツバンドキッド(ブラック/ネイビー),스포츠 밴드 키트(블랙/네이비),眼鏡固定,動いてもズレ落ちを防ぎやすい,안경 고정,움직일 때 흘러내림을 줄이기 쉬움,88000,KRW,,カタログP.100,393-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=393-B
393-BK,スポーツバンドキッド(ブラック)単品,스포츠 밴드 키트(블랙),眼鏡固定,動いてもズレ落ちを防ぎやすい,안경 고정,움직일 때 흘러내림을 줄이기 쉬움,7300,KRW,,カタログP.100,393-BK_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=393-BK
393-GR,スポーツバンドキッド(グリーン)単品,스포츠 밴드 키트(그린),眼鏡固定,動いてもズレ落ちを防ぎやすい,안경 고정,움직일 때 흘러내림을 줄이기 쉬움,7300,KRW,,カタログP.100,393-GR_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=393-GR
393-NB,スポーツバンドキッド(ネイビー)単品,스포츠 밴드 키트(네이비),眼鏡固定,動いてもズレ落ちを防ぎやすい,안경 고정,움직일 때 흘러내림을 줄이기 쉬움,7300,KRW,,カタログP.100,393-NB_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=393-NB
393-RE,スポーツバンドキッド(レッド)単品,스포츠 밴드 키트(레드),眼鏡固定,動いてもズレ落ちを防ぎやすい,안경 고정,움직일 때 흘러내림을 줄이기 쉬움,7300,KRW,,カタログP.100,393-RE_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=393-RE
393-WN,スポーツバンドキッド(ワイン)単品,스포츠 밴드 키트(와인),眼鏡固定,動いてもズレ落ちを防ぎやすい,안경 고정,움직일 때 흘러내림을 줄이기 쉬움,7300,KRW,,カタログP.100,393-WN_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=393-WN
395-B,ヤットコ(小型),플라이어(소형),鼻パッド角度調整,取付金具を安定してつかみやすい,코패드 각도 조정,장착 금구를 안정적으로 잡기 쉬움,103700,KRW,,"カタログP.129,170,171,172",395-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=395-B
397-A,ヤットコ先カバー(3mm),플라이어 (3mm),ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,8本,カタログP.119,397-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=397-A
397-C,ヤットコ先カバー(5mm),플라이어 (5mm),ヤットコ先端交換・保護,調整時のキズを抑えやすい,플라이어 팁 교체 및 보호,조정 중 흠집을 줄이기 쉬움,6900,KRW,6本,カタログP.119,397-C_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=397-C
399-2-CL,クッションハイロンパット大 クリアー,쿠션Hylon코받침대 클리어,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,53600,KRW,1ペア,カタログP.82,399-2-CL_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=399-2-CL
399-4-CL,クッションハイロンパット小 クリアー,쿠션Hylon코받침소 클리어,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,53600,KRW,1ペア,カタログP.82,399-4-CL_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=399-4-CL
399-A-2-CL,クッションハイロンパット大 クリアー 50ペア,쿠션Hylon코받침대 클리어 50쌍,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,142100,KRW,50ペア,カタログP.82,,https://www.san-nishimura.co.jp/product/item/?key_word=399-A-2-CL
399-A-4-CL,クッションハイロンパット小 クリアー 50ペア,쿠션Hylon코받침소 클리어 50쌍,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,142100,KRW,50ペア,カタログP.82,,https://www.san-nishimura.co.jp/product/item/?key_word=399-A-4-CL
423,ひらがな万国式近点表(中村氏),(중),近距離視力の確認,近用の見え方を確認しやすい,근거리 시력 확인,근용 시야를 확인하기 쉬움,69700,KRW,,カタログP.197,423_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%81%b2%e3%82%89%e3%81%8c%e3%81%aa%e4%b8%87%e5%9b%bd%e5%bc%8f%e8%bf%91%e7%82%b9%e8%a1%a8/
426,軽量万能試験枠,경량 만능 시험테,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,374000,KRW,,カタログP.189,426_1.jpg,https://www.san-nishimura.co.jp/product/item/%e8%bb%bd%e9%87%8f%e5%bc%8f%e4%b8%89%e9%87%8d%e5%9b%ba%e5%ae%9a%e8%a9%a6%e9%a8%93%e6%9e%a0-2/
434-56,軽量式三重固定試験枠56,56,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,64600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=434-56
434-60,軽量式三重固定試験枠60,60,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,64600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=434-60
434-62,軽量式三重固定試験枠62,62,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,64600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=434-62
434-64,軽量式三重固定試験枠64,64,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,64600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=434-64
434-66,軽量式三重固定試験枠66,66,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,64600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=434-66
434-68,軽量式三重固定試験枠68,68,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,64600,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=434-68
436,レンズメーターLM-15クロスラインピンホールコロナ式,렌즈 LM-15클리닝 천,検査・測定,状態確認と加工判断をしやすい,검사 및 측정,상태 확인과 가공 판단이 쉬움,2465000,KRW,2本,カタログP.181,436_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=436
436-B,"ACアダプターB[No.436,437]兼用","AC B[No.436,437]",機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,153000,KRW,,カタログP.181,436-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=436-B
441,24通カバン型レンズセット,24 렌즈세트,検眼・見え方確認,必要な度数を選んで確認しやすい,검안 및 시야 확인,필요한 도수를 골라 확인하기 쉬움,2210000,KRW,,カタログP.192,441_1.jpg,https://www.san-nishimura.co.jp/product/item/24%e9%80%9a%e3%82%ab%e3%83%90%e3%83%b3%e5%9e%8b%e3%83%ac%e3%83%b3%e3%82%ba%e3%82%bb%e3%83%83%e3%83%88/
441-A,レンズセットカバンのみ,렌즈세트 단품,収納・保護,持ち帰りや保管に使いやすい,수납 및 보호,휴대와 보관에 쓰기 쉬움,634100,KRW,,カタログP.192,,https://www.san-nishimura.co.jp/product/item/?key_word=441-A
442N,35通カバン型レンズセット,35 렌즈세트,検眼・見え方確認,必要な度数を選んで確認しやすい,검안 및 시야 확인,필요한 도수를 골라 확인하기 쉬움,2924000,KRW,,カタログP.192,442N_1.jpg,https://www.san-nishimura.co.jp/product/item/35%e9%80%9a%e3%82%ab%e3%83%90%e3%83%b3%e5%9e%8b%e3%83%ac%e3%83%b3%e3%82%ba%e3%82%bb%e3%83%83%e3%83%88/
442N-1,35通レンズセット カバンのみ,35 렌즈세트 단품,収納・保護,持ち帰りや保管に使いやすい,수납 및 보호,휴대와 보관에 쓰기 쉬움,510000,KRW,,カタログP.192,,https://www.san-nishimura.co.jp/product/item/?key_word=442N-1
446N,35通スチール台型レンズセット,35 렌즈세트,検眼・見え方確認,必要な度数を選んで確認しやすい,검안 및 시야 확인,필요한 도수를 골라 확인하기 쉬움,4029000,KRW,,カタログP.192,446N_1.jpg,https://www.san-nishimura.co.jp/product/item/35%e9%80%9a%e3%82%b9%e3%83%81%e3%83%bc%e3%83%ab%e5%8f%b0%e5%9e%8b%e3%83%ac%e3%83%b3%e3%82%ba%e3%82%bb%e3%83%83%e3%83%88/
446N-1,35通レンズセット スチール台のみ,35 렌즈세트 단품,収納・保護,持ち帰りや保管に使いやすい,수납 및 보호,휴대와 보관에 쓰기 쉬움,1700000,KRW,,カタログP.192,446N-1_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=446N-1
449-1.25,バイフォーカルレンズ1枚,렌즈1,検眼・見え方確認,必要な度数を選んで確認しやすい,검안 및 시야 확인,필요한 도수를 골라 확인하기 쉬움,68400,KRW,1枚,,449-1.25_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=449-1.25
450-A,クロスシリンダー±0.25,클리닝 천 ±0.25,清掃・仕上げ,お渡し前の見た目を整えやすい,청소 및 최종 마감,전달 전 외관을 정돈하기 쉬움,59500,KRW,,,450-A_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=450-A
450-B,クロスシリンダー±0.50,클리닝 천 ±0.50,清掃・仕上げ,お渡し前の見た目を整えやすい,청소 및 최종 마감,전달 전 외관을 정돈하기 쉬움,59500,KRW,,,450-B_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=450-B
451-A,トアール±0.25,±0.25,視力検査の補助,検査条件を整えやすい,시력검사 보조,검사 조건을 갖추기 쉬움,107100,KRW,,,,https://www.san-nishimura.co.jp/product/item/%e3%83%88%e3%82%a2%e3%83%bc%e3%83%ab/
451-B,トアール±0.50,±0.50,視力検査の補助,検査条件を整えやすい,시력검사 보조,검사 조건을 갖추기 쉬움,107100,KRW,,,,https://www.san-nishimura.co.jp/product/item/%e3%83%88%e3%82%a2%e3%83%bc%e3%83%ab/
453,板付レンズ(畑式),포함렌즈(),視力検査の補助,検査条件を整えやすい,시력검사 보조,검사 조건을 갖추기 쉬움,974100,KRW,,カタログP.197,453_1.jpg,https://www.san-nishimura.co.jp/product/item/%e6%9d%bf%e4%bb%98%e3%83%ac%e3%83%b3%e3%82%ba%e7%95%91%e5%bc%8f/
455,デジタルPDメーター(PD-82II),PD 미터(PD-82II),瞳孔間距離（PD）の測定,0.5mm単位で素早く読み取りやすい,동공간거리(PD) 측정,0.5mm 단위로 빠르게 판독하기 쉬움,1173000,KRW,,カタログP.199,455_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%87%e3%82%b8%e3%82%bf%e3%83%abpd%e3%83%a1%e3%83%bc%e3%82%bf%e3%83%bc%ef%bc%88pd-82%e2%85%b1%ef%bc%89/
457,ユニバーサル瞳孔計(三田式),(),検査・測定,状態確認と加工判断をしやすい,검사 및 측정,상태 확인과 가공 판단이 쉬움,30600,KRW,,カタログP.173,457_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%a6%e3%83%8b%e3%83%90%e3%83%bc%e3%82%b5%e3%83%ab%e7%9e%b3%e5%ad%94%e8%a8%88%e4%b8%89%e7%94%b0%e5%bc%8f/
458,遮眼子,차안자,視力検査の補助,検査条件を整えやすい,시력검사 보조,검사 조건을 갖추기 쉬움,11100,KRW,,カタログP.196,458_1.jpg,https://www.san-nishimura.co.jp/product/item/%e9%81%ae%e7%9c%bc%e5%ad%90/
460-2,クリーンボックス電球,교체용 전구,機器部品交換・補修,機器を使い続けやすい,장비 부품 교체 및 보수,장비를 계속 사용하기 쉬움,59500,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=460-2
464,眼球模型,안구 모형,視力検査の補助,検査条件を整えやすい,시력검사 보조,검사 조건을 갖추기 쉬움,442000,KRW,,カタログP.197,464_1.jpg,https://www.san-nishimura.co.jp/product/item/%e7%9c%bc%e7%90%83%e6%a8%a1%e5%9e%8b/
465,眼球模型用架台,안구 모형용 받침대,視力検査の補助,検査条件を整えやすい,시력검사 보조,검사 조건을 갖추기 쉬움,204000,KRW,,カタログP.197,465_1.jpg,https://www.san-nishimura.co.jp/product/item/%e7%9c%bc%e7%90%83%e6%a8%a1%e5%9e%8b/
470-D,トライアルフレーム(試験枠)用バンド,프레임(),視力検査の補助,検査条件を整えやすい,시력검사 보조,검사 조건을 갖추기 쉬움,31800,KRW,,"カタログP.183,184,187,188,194",470-D_1.jpg,https://www.san-nishimura.co.jp/product/item/%e3%83%88%e3%83%a9%e3%82%a4%e3%82%a2%e3%83%ab%e3%83%95%e3%83%ac%e3%83%bc%e3%83%a0%ef%bc%88%e8%a9%a6%e9%a8%93%e6%9e%a0%ef%bc%89%e7%94%a8%e3%83%90%e3%83%b3%e3%83%89/
470N-54,シンプルBC(試験枠)54,BC()54,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,140300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=470N-54
470N-56,シンプルBC(試験枠)56,BC()56,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,140300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=470N-56
470N-58,シンプルBC(試験枠)58,BC()58,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,140300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=470N-58
470N-60,シンプルBC(試験枠)60,BC()60,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,140300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=470N-60
470N-62,シンプルBC(試験枠)62,BC()62,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,140300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=470N-62
470N-64,シンプルBC(試験枠)64,BC()64,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,140300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=470N-64
470N-66,シンプルBC(試験枠)66,BC()66,試験枠での検眼,装用位置を合わせて確認しやすい,시험테 검안,착용 위치를 맞춰 확인하기 쉬움,140300,KRW,,,,https://www.san-nishimura.co.jp/product/item/?key_word=470N-66
