"品番","商品名_JA","current_pack_qty","catalog_pack_qty","pack_status","catalog_pages","evidence","notes"
"798-B","レンズロックテープ ワイドカップ用(1ロール、1000ヶ入)","1000ヶ","ambiguous: 1000ヶ / 100ヶ","ambiguous","カタログP.322","PDF抽出メモ:品番直近=1000ヶ [No.798-B 1 ロール、1000ヶ入り 240N12420 原寸大 レンズロックテープ Lens Edging Pads レンズロックテープ セキュアエッジライン 特殊な内部補強構造により、 しなやかでねじれに強く フィット性に優れています。 ●] || PDF抽出メモ:品番直近=100ヶ [エッシェン バッハ No.798-A 10シート、100ヶ入り 240N1380 厚 0.97㎜]","複数候補あり: 1000ヶ / 100ヶ"
"799-1","No.799ヤットコ先プラスチック(1組中1ヶ分)","1組","","no_catalog_evidence","","",""
"800-1","No.800ヤットコ先プラスチック","","","no_catalog_evidence","","",""
"801N-BK","SWANSスポーツベルトDX ブラック","","ambiguous: 25 ケ / 1本","ambiguous","カタログP.177","PDF抽出メモ:品番直近=25 ケ [16g 25 ケ 240N2530 No.917-A W80×H167㎜ パーツ Sports Band] || PDF抽出メモ:品番直近=1本 [No.801N-BK 出荷単位 1本 N コード 240N600 Sports Band]","複数候補あり: 25 ケ / 1本"
"803EX","メガネのシャンプー 除菌EX(ミンティ)200ml","","ambiguous","ambiguous","カタログP.167","",""
"803EX-A","メガネのシャンプー 除菌EX(ミンティ)詰替用160ml","","30 個","missing_candidate","カタログP.167","PDF抽出メモ:品番直近=30 個 [No.803EX-A クリーナー くもり 止 め ※単品でもケースでも販売しています。ケース入数はどの商品も 30 個です。 クロス Lens Cleaner]",""
"803EX-B","メガネのシャンプー 除菌EX(アクア)200ml","","ambiguous","ambiguous","カタログP.167","",""
"803EX-B-A","メガネのシャンプー 除菌EX(アクア)詰替用160ml","","1個","missing_candidate","カタログP.167","PDF抽出メモ:品番直近=1個 [No.803EX-B-A 出荷単位 N コード 1個 240N284 1個 240N284]",""
"803EX-CL","メガネのシャンプー 除菌EX (無香料)200ml","","1 個","missing_candidate","カタログP.167","PDF抽出メモ:品番直近=1 個 [No.803EX-CL 1 個 品 番]",""
"803EX-CL-A","メガネのシャンプー 除菌EX (無香料)詰替用160ml","","1 個","missing_candidate","カタログP.167","PDF抽出メモ:品番直近=1 個 [No.803EX-CL-A 無香料 詰替用 160ml 各 1 個 240N284 参考価格 550 円 ( 税込 ) ※小売価格オープン ※べっこう・木・竹・革素材および宝石がついたフレームには使えません。 メガネのシャンプーを シュシュッとスプレー]",""
"803EX-R","メガネのシャンプー 除菌EX(フローラル)200ml","","ambiguous","ambiguous","カタログP.167","",""
"803EX-R-A","メガネのシャンプー 除菌EX(フローラル)詰替用160ml","","1個","missing_candidate","カタログP.167","PDF抽出メモ:品番直近=1個 [No.803EX-R-A フローラル 出荷単位 N コード 1個 240N355 1個 240N355]",""
"803EX-V","メガネのシャンプー 除菌EX(ムスク)200ml","","1個","missing_candidate","カタログP.167","PDF抽出メモ:品番直近=1個 [No.803EX-V 1個 240N355]",""
"803EX-YE","メガネのシャンプー 除菌EX(トロピカル)200ml","","1 個","missing_candidate","カタログP.167","PDF抽出メモ:品番直近=1 個 [No.803EX-YE 1 個 240N355]",""
"805-L","クラッチグラスII左用","","2 枚","missing_candidate","カタログP.182","PDF抽出メモ:品番直近=2 枚 [No.805-L N コード 240N2800 240N2800 テンプル側に2 枚コマ パーツ Air Battery for Hearing Aids Air Battery for Hearing Aids 補聴器用空気電池 ● 高容量で信頼と安定性抜群の電池です。]",""
"805-R","クラッチグラスII右用","","2 枚","missing_candidate","カタログP.182","PDF抽出メモ:品番直近=2 枚 [右用 品 ※調整で 7 ～ 8㎜にできます ヨロイ側 2 枚コマ 番]",""
"805N-R","クラッチグラスα右用","","ambiguous","ambiguous","カタログP.182","",""
"805N-L","クラッチグラスα左用","","ambiguous","ambiguous","カタログP.182","",""
"806","ミニルーター(12Vタイプ)","","1 個","missing_candidate","カタログP.280,287","PDF抽出メモ:品番直近=1 個 [No.806 ミニルーター モーターへの負担を軽くした12Vタイプのミニルーター。 ● ● 先端パーツ収納できます。 ミニルーターを置けるスタンド フレー ム ヒーター ドリル 関 連 806-A ハンドドリル 806-B 電源トランス ● コレットチャック 1.0㎜、2.4㎜、3.0㎜ 各 1 個 ● 専用スパナ ● No.]",""
"806-A","ハンドドリル","1個","1個","ok","カタログP.280","既存入数抽出メモ:PDF抽出メモ=1個 [1個] || pack_quantity_fill_report:PDF抽出メモ=1個 [1個]",""
"806-B","電源トランス","","ambiguous","ambiguous","カタログP.280","",""
"806-C","削込カバー","","ambiguous","ambiguous","カタログP.280","",""
"806-D","削込ダイヤモンド砥石","","6本","missing_candidate","カタログP.280,284","PDF抽出メモ:品番直近=6本 [ズ || 0.2 お徳用6本セット あります。 同サイズ6本入り 各 240N2944 No.194-W17]",""
"807-A-GL","贈答用クロス(大判) 粗品 グレー","","","no_catalog_evidence","","",""
"807-A-NB","贈答用クロス(大判) 粗品 ネイビーブルー","","","no_catalog_evidence","","",""
"807-A-SB","贈答用クロス(大判) 粗品 スカイブルー","","","no_catalog_evidence","","",""
"807-A-YE","贈答用クロス(大判) 粗品 イエロー","","","no_catalog_evidence","","",""
"807-B-GL","贈答用クロス(大判) お年賀 グレー","","","no_catalog_evidence","","",""
"807-B-NB","贈答用クロス(大判) お年賀 ネイビーブルー","","","no_catalog_evidence","","",""
"807-B-SB","贈答用クロス(大判) お年賀 スカイブルー","","","no_catalog_evidence","","",""
"807-B-YE","贈答用クロス(大判) お年賀 イエロー","","","no_catalog_evidence","","",""
"807-C-GL","贈答用クロス(大判) 無地 グレー","","","no_catalog_evidence","","",""
"807-C-NB","贈答用クロス(大判) 無地 ネイビーブルー","","","no_catalog_evidence","","",""
"807-C-SB","贈答用クロス(大判) 無地 スカイブルー","","","no_catalog_evidence","","",""
"807-C-YE","贈答用クロス(大判) 無地 イエロー","","","no_catalog_evidence","","",""
"808-AE","ステッドラー(極細) 黒","","ambiguous","ambiguous","カタログP.334","",""
"809-B","ビーバ お徳用セット (ブルー)","6ヶ","ambiguous: 1 ペア / 3 本 / 6ヶ","ambiguous","カタログP.178","PDF抽出メモ:品番直近=1 ペア [ペア ⑥ケーブル 1 ペア ⑦バンド3 本 出荷単位 N コード 色 ピンク 1 セット 240N20850] || PDF抽出メモ:品番直近=3 本 [ペア ⑥ケーブル 1 ペア ⑦バンド3 本 出荷単位 N コード 色 ピンク 1 セット 240N20850] || 既存入数抽出メモ:PDF抽出メモ=6ヶ [6ヶ] || pack_quantity_fill_report:PDF抽出メモ=6ヶ [6ヶ]","複数候補あり: 1 ペア / 3 本 / 6ヶ"
"809-P","ビーバ お徳用セット (ピンク)","6ヶ","6ヶ","ok","カタログP.178","既存入数抽出メモ:PDF抽出メモ=6ヶ [6ヶ] || pack_quantity_fill_report:PDF抽出メモ=6ヶ [6ヶ]",""
"810-A","テグス(ナイロールフレーム用) 0.6mm トーメイ","","ambiguous","ambiguous","カタログP.136","",""
"814","ピンセット(ネジつかみ)","","ambiguous","ambiguous","カタログP.243","",""
"815","万国式近点表(山地氏)","","ambiguous","ambiguous","カタログP.273","",""
"817","ランドルド環視標0.1","","ambiguous","ambiguous","カタログP.273","",""
"818","メガネ用検眼テスト枠","","ambiguous","ambiguous","カタログP.270","",""
"819","メガネ用遮閉器","","ambiguous","ambiguous","カタログP.270","",""
"820","超音波洗浄器専用クリーナー","","ambiguous","ambiguous","カタログP.318,319","",""
"821-2","クリーンボックス 電球","","ambiguous","ambiguous","カタログP.271","",""
"821","クリーンボックス","","ambiguous","ambiguous","カタログP.271","",""
"823","ピタームW ハイ・ロー各種5ペア","5ペア","ambiguous","ambiguous","カタログP.101,305","",""
"823-556","ピタームW 箱蝶 ハイポジション 6.2","1組","1組","ok","カタログP.98,101,305","PDF抽出メモ:品番直近=1組 [1組 モダン 22 ※ネジ・鼻パッド別売 各種1袋] || 既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]",""
"823-556-ASS","ピタームW 箱蝶ハイポジション 6.2 アーム5ペア入","5ペア","ambiguous","ambiguous","カタログP.101,305","",""
"823-556SS","ピタームW 箱蝶 ハイポジション 6.2 5ペア","5ペア","ambiguous","ambiguous","カタログP.101,305","",""
"823-557","ピタームW 箱蝶 ローポジション 4.8","1組","1組","ok","カタログP.98,101,305","既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]",""
"823-557-ASS","ピタームW 箱蝶ローポジション 4.8 アーム5ペア入","5ペア","ambiguous","ambiguous","カタログP.101,305","",""
"823-557SS","ピタームW 箱蝶 ローポジション 4.8 5ペア","5ペア","ambiguous","ambiguous","カタログP.101,305","",""
"823-730","ピタームBS W 箱蝶 3.6","1組","1組","ok","カタログP.98,101,305","既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]",""
"823-730-ASS","ピタームBS W 箱蝶 3.6 アーム 5ペア","5ペア","ambiguous","ambiguous","カタログP.101,305","",""
"823-730SS","ピタームBS W 箱蝶 3.6 5ペア","5ペア","ambiguous","ambiguous","カタログP.101,305","",""
"824","アイアームW 大中小各種5ペア","5ペア","ambiguous","ambiguous","カタログP.100,304","",""
"824-558","アイアームW(小) 9.5×6.2","","1組","missing_candidate","カタログP.98,100,304","PDF抽出メモ:品番直近=1組 [対応ネジ 1.2㎜ 1組 対応ネジ 1.2㎜]",""
"824-558-ASS","アイアームW(小)9.5×6.2 アーム5ペア入","5ペア","ambiguous","ambiguous","カタログP.100,304","",""
"824-558SS","アイアームW(小) 9.5×6.2 5ペア","5ペア","ambiguous","ambiguous","カタログP.100,304","",""
"824-559","アイアームW(中)12.5×6.2","","ambiguous","ambiguous","カタログP.98,100,304","",""
"824-559-ASS","アイアームW(中)12.5×6.2 アーム5ペア入","5ペア","ambiguous","ambiguous","カタログP.100,304","",""
"824-559SS","アイアームW(中)12.5×6.2 5ペア","5ペア","ambiguous","ambiguous","カタログP.100,304","",""
"824-560","アイアームW(大)15.5×6.2","","1組","missing_candidate","カタログP.98,100,304","PDF抽出メモ:品番直近=1組 [No.824-560 アイアーム W （大） 箱蝶 15.5×6.2 1組 対応ネジ 1.2㎜ 1組 対応ネジ 1.2㎜ 1組]",""
"824-560-ASS","アイアームW(大)15.5×6.2 アーム5ペア入","5ペア","ambiguous","ambiguous","カタログP.100,304","",""
"824-560SS","アイアームW(大)15.5×6.2 5ペア","5ペア","ambiguous","ambiguous","カタログP.100,304","",""
"825-561","アップダウンパット(小)箱蝶 15×7.3","1ペア","ambiguous: 1 ペア / 5 ペア / 1ペア","ambiguous","カタログP.156","PDF抽出メモ:品番直近=1 ペア [No.825-561 アップダウンパット（小） 1 ペア 240N437] || PDF抽出メモ:品番直近=5 ペア [No.825-561SS アップダウンパット（小） 5 ペア 240N2149 アップダウンパット（大） 上下にスライド移動できる機能付鼻パット。 パット面の位置を変える事により不快感を軽減。 箱蝶 18 × 9.0 遠近両用メガネでは用途に合わせて アイポイントを変えることで、 安定した視界を確保します] || 既存入数抽出メモ:PDF抽出メモ=1ペア [1ペア] || pack_quantity_fill_report:PDF抽出メモ=1ペア [1ペア]","複数候補あり: 1 ペア / 5 ペア / 1ペア"
"825-561SS","アップダウンパット(小)箱蝶 15×7.3 5ペア","5ペア","ambiguous: 5 ペア / 1 ペア","ambiguous","カタログP.156","PDF抽出メモ:品番直近=5 ペア [No.825-561SS アップダウンパット（小） 5 ペア 240N2149 アップダウンパット（大） 上下にスライド移動できる機能付鼻パット。 パット面の位置を変える事により不快感を軽減。 箱蝶 18 × 9.0 遠近両用メガネでは用途に合わせて アイポイントを変えることで、 安定した視界を確保します] || PDF抽出メモ:品番直近=1 ペア [ット（小） 箱蝶 15 × 7.3 No.825-561 アップダウンパット（小） 1 ペア 240N437]","複数候補あり: 5 ペア / 1 ペア"
"826-562","アップダウンパット(大)箱蝶 18×9","5ペア","ambiguous: 1 ペア / 5 ペア / 5ペア","ambiguous","カタログP.156","PDF抽出メモ:品番直近=1 ペア [No.826-562 アップダウンパット（大） 1 ペア 240N437] || PDF抽出メモ:品番直近=5 ペア [No.826-562SS アップダウンパット（大） 5 ペア 240N2149 3.3 0m m 販売用 眼鏡グッズ （耳用）] || 既存入数抽出メモ:PDF抽出メモ=5ペア [5ペア] || pack_quantity_fill_report:PDF抽出メモ=5ペア [5ペア]","複数候補あり: 1 ペア / 5 ペア / 5ペア"
"826-562SS","アップダウンパット(大)箱蝶 18×9 5ペア","5ペア","ambiguous: 5 ペア / 1 ペア","ambiguous","カタログP.156","PDF抽出メモ:品番直近=5 ペア [No.826-562SS アップダウンパット（大） 5 ペア 240N2149 3.3 0m m 販売用 眼鏡グッズ （耳用）] || PDF抽出メモ:品番直近=1 ペア [ことで、 安定した視界を確保します No.826-562 アップダウンパット（大） 1 ペア 240N437]","複数候補あり: 5 ペア / 1 ペア"
"827-563SS","ガード二本足(小型)W 5ペア","5ペア","","no_catalog_evidence","","",""
"827-563","ガード二本足(小型)W","","ambiguous: 5組 / 1組","ambiguous","カタログP.98,99","PDF抽出メモ:品番直近=5組 [No.827-563 5組] || PDF抽出メモ:品番直近=1組 [No.827-563 5組 対応ネジ 1.0㎜ 1組 240N633]","複数候補あり: 5組 / 1組"
