品番,商品名,旧カタログ参照,印刷ページ参照,変換方法,旧入数,修正入数,入数修正根拠,確認元PDF
683-415,±ツーポイントネジG1.4×12.0,"カタログP.116,117","カタログP.40,41",viewer_page_minus_76,20本,20本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
683-416,±ネジG 1.7×3.0,"カタログP.116,117","カタログP.40,41",viewer_page_minus_76,22本,22本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
683-417,±ネジG 1.7×4.0,"カタログP.116,117","カタログP.40,41",viewer_page_minus_76,22本,22本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
683-418,±ネジG 1.7×5.0,"カタログP.116,117","カタログP.40,41",viewer_page_minus_76,22本,22本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
683-419,±ネジG 1.7×6.0,"カタログP.116,117","カタログP.40,41",viewer_page_minus_76,22本,22本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
683-510,±ネジG 1.0×4.0×1.8,"カタログP.116,117","カタログP.40,41",viewer_page_minus_76,22本,22本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
683-511,±ネジG 1.2×4.0×2.0,"カタログP.116,117","カタログP.40,41",viewer_page_minus_76,22本,22本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
685,ノンスリップクロスセット,カタログP.175,カタログP.99,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
688,鼻盛セット(載せタイプ),"カタログP.104,105,307","カタログP.28,29,231",viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
688-C,鼻盛パット19×7,"カタログP.105,307","カタログP.29,231",viewer_page_minus_76,6組,6組,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
688-D,鼻盛パット15×7,カタログP.307,カタログP.231,viewer_page_minus_76,6組,6組,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
689,瞬間接着剤,"カタログP.153,337","カタログP.77,261",viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
690-3,超音波洗浄器(1槽式)架台(スノコ)[No.691-3]兼用,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-430,±ネジK18 1.0×3.7×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-431,±ネジK18 1.2×3.7×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-432,±ネジK18 1.2×4.0×1.8,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-433,±ネジK18 1.4×2.5×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-434,±ネジK18 1.4×2.7×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-435,±ネジK18 1.4×3.0×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-436,±ネジK18 1.4×3.2×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-437,±ネジK18 1.4×3.5×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-438,±ネジK18 1.4×3.7×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-439,±ネジK18 1.4×4.0×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-440,±ネジK18 1.4×4.0×2.2,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-441,±ネジK18 1.4×4.2×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-442,±ネジK18 1.4×4.5×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-443,±ネジK18 1.4×8.0×2.2,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-444,六角ネジK18 1.4×8.0×2.25,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-445,六角ナットK18 1.4×2.25×1.0,カタログP.123,カタログP.47,viewer_page_minus_76,1ヶ,1ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-446,六角底付ナットK18 1.4×2.25×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1ヶ,1ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-447,ワッシャK18 2.5×0.4×1.4,カタログP.123,カタログP.47,viewer_page_minus_76,1ヶ,1ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-448L,箱蝶K18 左 17×8,カタログP.123,カタログP.47,viewer_page_minus_76,1ヶ,1ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-448R,箱蝶K18 右 17×8,カタログP.123,カタログP.47,viewer_page_minus_76,1ヶ,1ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
692-496,ロックナットK18,カタログP.123,カタログP.47,viewer_page_minus_76,1ヶ,1ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
693-452,±ネジK14W 1.2×3.7×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
693-453,±ネジK14W 1.2×4.0×1.8,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
693-461,±ネジK14W 1.4×4.0×2.2,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
693-462,±ネジK14W 1.4×4.2×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
693-463,±ネジK14W 1.4×4.5×2.0,カタログP.123,カタログP.47,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
693-497,ロックナットK14W,カタログP.123,カタログP.47,viewer_page_minus_76,1ヶ,1ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
694,デジモーター,"カタログP.294,298","カタログP.218,222",viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
699,溝堀レンズはずし(細),"カタログP.137,237","カタログP.61,161",viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
699S,溝堀レンズはずし(極細),"カタログP.137,237","カタログP.61,161",viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
703,顔幅測定器,カタログP.252,カタログP.176,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
704N,レンズ保護テープ(粘着強力)25×40mm,カタログP.324,カタログP.248,viewer_page_minus_76,1000ヶ,1000ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
704N-B,レンズ保護テープ 粘着強力(100シート)25×40mm,カタログP.324,カタログP.248,viewer_page_minus_76,1000ヶ,1000ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
704S,レンズ保護テープ(粘着強力)小型22×40mm,カタログP.324,カタログP.248,viewer_page_minus_76,1000ヶ,1000ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
704S-B,レンズ保護テープ 粘着強力(100シート)22×40mm,カタログP.324,カタログP.248,viewer_page_minus_76,1000ヶ,1000ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
705N,丁番のクスリ,カタログP.336,カタログP.260,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
706,コジ明け片刃(5mm),カタログP.320,カタログP.244,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
710,ツーポイント部品セット,カタログP.127,カタログP.51,viewer_page_minus_76,22ヶ,22ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
711-52,おしゃれ仮枠52,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
711-54,おしゃれ仮枠54,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
711-56,おしゃれ仮枠56,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
711-58,おしゃれ仮枠58,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
711-60,おしゃれ仮枠60,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
711-62,おしゃれ仮枠62,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
711-64,おしゃれ仮枠64,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
711-66,おしゃれ仮枠66,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
711-68,おしゃれ仮枠68,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
711-70,おしゃれ仮枠70,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
712,シリコンモダンDXセット,カタログP.149,カタログP.73,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
712-BK,シリコンモダンDXセット(ブラック),,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
712-BR,シリコンモダンDXセット(ブラウン),,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
712-DM,シリコンモダンDXセット(デミアンバー),,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
713,ダイヤモンドヤスリ(平),カタログP.240,カタログP.164,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
714,ダイヤモンドヤスリ(丸),カタログP.240,カタログP.164,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
716,ヤットコ,カタログP.211,カタログP.135,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
716-A,ヤットコ先ビニール(6ケ入),カタログP.211,カタログP.135,viewer_page_minus_76,6ヶ,6ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
717,ヤットコ,カタログP.209,カタログP.133,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
717-1,No.717ヤットコ先プラスチック,,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
718,工具台(木製),カタログP.245,カタログP.169,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
719,ヤットコ,カタログP.210,カタログP.134,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
720,ヤットコ(小型),"カタログP.215,246","カタログP.139,170",viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
720-1,No.720ヤットコ先プラスチック(凹),,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
720-2,No.720ヤットコ先プラスチック(凸),,,no_reference,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
721,ステレオバタフライテスト(ランダムドット),カタログP.275,カタログP.199,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
722,偏光板,カタログP.275,カタログP.199,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
723-A,レンズロックテープ(10シート、100ヶ入),カタログP.322,カタログP.246,viewer_page_minus_76,100ヶ,100ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
723-B,レンズロックテープ(1ロール、1000ヶ入),カタログP.322,カタログP.246,viewer_page_minus_76,1000ヶ,1000ヶ,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
724,除菌洗浄液(ブルー)(サンメガウォッシュアクア),カタログP.319,カタログP.243,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
726,ネジ締めスタンド,カタログP.291,カタログP.215,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
726-A,ドライバー先丈+2.0mm,カタログP.291,カタログP.215,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
726-B,ドライバー先丈-2.0mm,カタログP.291,カタログP.215,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
726-C,六角ナット廻し先丈2.0mm,カタログP.291,カタログP.215,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
726-D,六角ナット廻し先丈2.3mm,カタログP.291,カタログP.215,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
726-E,六角ナット廻し先丈2.5mm,カタログP.291,カタログP.215,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
726-F,花型ナット廻し先丈2.6mm,カタログP.291,カタログP.215,viewer_page_minus_76,1本,1本,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
727,拭き取りクロス(ティッシュ型・オプティネット),カタログP.319,カタログP.243,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
728,フォローゲージ,カタログP.251,カタログP.175,viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
729-1,のぼり(メガネBigバーゲン),"カタログP.344,345","カタログP.268,269",viewer_page_minus_76,,,,C:\Users\AONUSR02\Desktop\売上データ\サンニシムラ総合カタログ2025-2027 (1).pdf
